mpid	log($PF_p$)	$\Delta{\bar N_{\rm{U}}}$	${\bar N_{\rm{U}}}$	${\bar N_{{\rm{pU}}}}$	${L_0}$	${L_2}$	$SG$	$\bar N$	${E_{\rm{g}}}$	${\bar T_{\rm{M}}}$	 $\bar N_{{\rm{pU}}}$	${\chi ^{\max }}$	${\chi _{{\rm{range}}}}$
mp-622026	-2.95467976	1.06122449	2.285714286	1.142857143	3	0.654653671	1	23.42857143	1.358	947.1057143	0.242424242	3.44	1.54
mp-767604	-2.869668484	1.699642932	2.811594203	1.217391304	4	0.66493158	1	14.14492754	3.2491	680.2689855	0.485549133	3.44	2.46
mp-626977	-3.056014584	0.979591837	2.285714286	2	3	0.589015089	1	7.714285714	1.9862	509.4885714	0.571428571	3.44	1.54
mp-767395	-2.669587648	0.56	1.7	1.3	4	0.6	1	12.9	0.429	389.662	0.389830508	3.44	2.46
mp-765601	-2.441292269	1.750692521	2.842105263	1.210526316	4	0.638123982	1	10.42105263	1.9956	565.7563158	0.510416667	3.98	3
mp-677246	-3.056508946	1.580705009	2.857142857	1.74025974	5	0.687821438	1	17.01298701	2.6809	697.0493506	0.539215686	3.44	2.55
mp-627334	-2.290730633	0.979591837	2.285714286	2	3	0.589015089	1	7.714285714	1.7091	509.4885714	0.571428571	3.44	1.54
mp-626293	-4.19386753	0.49382716	1.333333333	0.740740741	3	0.699794208	1	4.962962963	3.2139	67.48740741	0.512820513	3.44	2.49
mp-759244	-2.756963688	1.699642932	2.811594203	1.217391304	4	0.66493158	1	14.14492754	3.2272	680.2689855	0.485549133	3.44	2.46
mp-761849	-2.684031124	1.920438957	2.814814815	1.037037037	4	0.591434053	1	10.59259259	2.9605	506.9488889	0.5	3.44	2.51
mp-662523	-3.279846488	0.64	1.6	1.6	3	0.663324958	1	22.8	3.2765	387.412	0.444444444	3.44	2.49
mp-626788	-3.166220083	0.666666667	2	1.111111111	3	0.657342198	1	13.11111111	3.9197	419.4477778	0.37037037	3.44	1.54
mp-532803	-2.329754797	0.700919416	3.627906977	3.418604651	4	0.662280505	1	10.60465116	3.0497	730.642093	0.546875	3.04	1.82
mp-689929	-2.759452499	0.916666667	2.5	1.833333333	4	0.697216689	1	10	1.3533	309.1408333	0.59375	3.44	2.46
mp-504946	-2.863281652	0.952380952	2.666666667	2	3	0.745355992	1	12.47619048	3.2857	361.4857143	0.6	3.44	1.84
mp-762032	-2.688247622	2.442372545	3.436619718	1.23943662	4	0.679714282	1	14.16901408	2.3023	635.2811268	0.5	3.44	2.55
mp-758224	-2.632645384	0.6	2.2	2.05	4	0.644204936	1	12.5	2.9283	199.0365	0.516949153	3.44	2.46
mp-767162	-3.299302339	1.333333333	2.333333333	0.916666667	4	0.513701167	1	11.66666667	1.044	487.0066667	0.455882353	3.98	3
mp-753557	-2.962576291	0.518518519	1.777777778	1.444444444	4	0.618640485	1	14	0.3511	382.5477778	0.396551724	3.44	2.46
mp-760014	-4.879656438	0.555555556	1.333333333	1.166666667	3	0.707106781	1	15	3.6756	261.9116667	0.522727273	3.98	3
mp-779434	-2.987165727	2.280991736	3.181818182	1.090909091	4	0.613215344	1	16.54545455	3.4779	545.6840909	0.5	3.44	2.46
mp-695215	-2.896198673	0.770686858	3.627906977	3.418604651	5	0.620542515	1	10.60465116	2.4673	704.0683721	0.546875	3.44	2.22
mp-557441	-2.869668484	0.444444444	1.666666667	1.555555556	4	0.707106781	1	22.55555556	2.1259	215.4922222	0.409638554	3.44	2.62
mp-626829	-3.26761187	0.666666667	2	1.111111111	3	0.657342198	1	13.11111111	1.4053	419.4477778	0.37037037	3.44	1.54
mp-674363	-2.607304278	3.058171745	4.421052632	1.263157895	3	0.684210526	1	15.78947368	3.9398	752.5052632	0.5	3.44	2.11
mp-676951	-2.317855556	1.272727273	3	1.272727273	3	0.698285977	1	26.81818182	2.8182	744.4181818	0.337349398	3.44	2.22
mp-759763	-3.341995285	2.908235294	4.423529412	1.670588235	3	0.680016283	1	22.70588235	3.4413	618.7858824	0.519607843	3.44	2.34
mp-757504	-2.423659456	2.666666667	4	1.333333333	3	0.711458249	1	14.66666667	2.6509	704.3111111	0.5	3.44	2.11
mp-776408	-3.084076477	2.444444444	4	1.444444444	4	0.618640485	1	18.66666667	2.4164	848.45	0.479166667	3.44	2.22
mp-677636	-3.244893077	1.246595097	2.075949367	1.189873418	3	0.668972671	1	20.53164557	2.3721	673.1088608	0.5	3.44	2.49
mp-530379	-3.546692365	1.875	3.5	1.25	3	0.684653197	1	24	2.43	684.125	0.357142857	3.44	2.23
mp-757077	-2.809670263	0.832466181	2.387096774	2.258064516	4	0.67124684	1	10.58064516	0	585.8103226	0.541176471	3.44	2.46
mp-626542	-2.950784691	0.72	1.6	1	3	0.663324958	1	3.6	0.2877	31.976	0.5	3.44	1.24
mp-677042	-2.6516965	1.374182035	2.682926829	1.731707317	5	0.629910808	1	12.53658537	4.4486	516.4778049	0.567708333	3.44	2.51
mp-766237	-2.913642661	3.99	5.325	1.2	3	0.686476511	1	22.275	3.4374	736.505	0.450704225	3.44	2.24
mp-676050	-3.01592612	0.664359862	1.705882353	1.235294118	3	0.614135677	1	4.529411765	1.0345	37.06058824	0.559322034	3.44	1.24
mp-754445	-2.747148667	1.685950413	2.909090909	2	4	0.609836721	1	7.818181818	2.793	715.7436364	0.541666667	3.44	2.46
mp-769511	-2.634513325	1.68	2.8	1.2	4	0.64807407	1	10.8	3.0706	551.936	0.5	3.44	2.51
mp-695250	-2.446117822	2.55	3.3	1.2	5	0.642261629	1	20.75	3.0727	588.28	0.5	3.44	2.55
mp-773725	-2.244125677	0.816568047	2.230769231	1.615384615	6	0.588348405	1	8.846153846	3.5405	566.3507692	0.540983607	3.44	2.51
mp-735808	-4.496304627	1.018611111	1.683333333	1.6	6	0.558644192	1	12.15	2.3014	551.0128333	0.583333333	3.98	3.05
mp-695648	-4.144523246	1.079669421	2.581818182	2.454545455	5	0.627470325	1	10.14545455	3.8708	473.3207273	0.59765625	3.44	2.62
mp-681911	-2.939304804	1.555555556	3.833333333	2.5	5	0.493006649	1	18.16666667	1.5351	648.8925	0.454545455	3.44	2.27
mp-760683	-3.020454812	0.399524376	2.034482759	1.862068966	4	0.669534063	1	9.482758621	0.8043	209.0596552	0.588235294	3.44	2.46
mp-776756	-3.730503401	0.7425	2.35	1.65	6	0.633442973	1	11.25	2.258	379.919	0.504424779	3.44	2.46
mp-743605	-3.844685223	1.063711911	2.578947368	1.736842105	5	0.663658959	1	13.84210526	0.9956	454.3705263	0.478991597	3.44	2.11
mp-780444	-2.910097361	1.853333333	2.366666667	0.966666667	3	0.684754619	1	11.63333333	2.012	479.6166667	0.595854922	3.98	2.35
mp-677628	-3.003929414	1.632653061	2.285714286	1.142857143	3	0.654653671	1	11.14285714	3.2826	572.3142857	0.5	3.44	2.13
mp-770944	-4.394770396	0.641975309	2.222222222	1.851851852	5	0.633971954	1	8.666666667	0.0658	811.4044444	0.542857143	3.44	2.46
mp-530524	-3.394702498	2.077562327	2.315789474	1.052631579	3	0.806826827	1	17.68421053	3.4196	408.6052632	0.527777778	3.98	2.65
mp-773074	-2.935544632	1.234567901	2.777777778	1.833333333	4	0.698322505	1	12.44444444	4.4104	351.0661111	0.59375	3.44	2.46
mp-763560	-3.08937933	1.041551247	2.684210526	2.105263158	4	0.676064873	1	9.105263158	0.7192	1023.225789	0.54368932	3.44	2.46
mp-695515	-2.686134256	1.362292333	2.691358025	1.740740741	5	0.632768742	1	12.56790123	4.4187	501.3655556	0.5703125	3.44	2.51
mp-540998	-3.053060164	0.691358025	1.444444444	1	3	0.793492048	1	35.88888889	1.0711	488.2511111	0.272727273	2.96	1.13
mp-686718	-5.694004117	1.162393162	2.666666667	2.666666667	5	0.656229943	1	12.56410256	2.958	521.2380769	0.56097561	3.44	2.49
mp-769539	-2.987165727	0.823529412	2	1.176470588	4	0.630812076	1	8.235294118	3.5035	412.2723529	0.459459459	3.44	2.46
mp-759486	-2.835649226	0.710204082	2.457142857	2.228571429	5	0.713141941	1	13.6	2.9604	226.798	0.540540541	3.44	2.46
mp-649632	-3.112949565	1	2.8	2.4	4	0.583095189	1	10.2	3.7233	1761.573	0.48	3.44	2.62
mp-695354	-2.482805026	1.35	2.7	1.75	5	0.636396103	1	12.6	4.4556	485.8755	0.572916667	3.44	2.51
mp-676491	-3.892813781	2.363636364	3.272727273	1.272727273	5	0.670358237	1	16.36363636	2.7136	658.5318182	0.448	3.44	2.44
mp-780192	-2.777285349	0.7	1.7	0.8	3	0.64807407	1	7.3	2.5866	429.865	0.432432432	3.44	2.46
mp-695452	-3.498950328	1.087240528	2.578313253	2.445783133	5	0.623603099	1	14.09638554	1.2822	561.6506024	0.483122363	3.44	2.62
mp-686019	-2.991402808	3.008264463	4.363636364	1.272727273	3	0.686348585	1	16.18181818	2.6166	714.8727273	0.5	3.44	2.22
mp-677437	-2.640165846	1.35	2.7	1.75	5	0.636396103	1	12.6	4.4295	485.8755	0.572916667	3.44	2.51
mp-772297	-3.737565523	1.256198347	2.545454545	1.272727273	3	0.686348585	1	10	1.1667	513.7254545	0.5	3.44	2.46
mp-530316	-3.460932687	1.5625	3.25	1.25	3	0.684653197	1	24.25	2.5179	698.125	0.344827586	3.44	2.22
mp-776502	-2.928120569	1.234567901	2.777777778	1.833333333	4	0.698322505	1	10.44444444	2.671	330.2883333	0.59375	3.44	2.46
mp-675834	-2.201349838	3.24	3.6	0.9	3	0.6164414	1	23.2	3.5773	395.61	0.589285714	3.98	2.88
mp-540997	-3.103477641	0.691358025	1.444444444	1	3	0.793492048	1	21.88888889	1.2736	414.9844444	0.534246575	3.16	1.33
mp-686466	-3.33630567	2.681440443	4.631578947	2.315789474	5	0.500346141	1	20	2.2198	647.8993421	0.479166667	3.44	2.31
mp-743584	-3.785174689	0.867768595	1.636363636	0.818181818	5	0.596130775	1	7.181818182	3.6578	198.9622727	0.418604651	3.98	1.78
mp-570693	-2.939304804	0.74556213	1.692307692	1.692307692	4	0.610557995	1	22	1.6969	285.6215385	0.459016393	3.16	1.11
mp-627123	-2.562250547	0.979591837	2.285714286	2	3	0.589015089	1	7.714285714	1.6024	509.4885714	0.571428571	3.44	1.54
mp-694884	-2.605549545	0.498614958	1.789473684	1.263157895	5	0.602395955	1	8.526315789	0.2897	186.4368421	0.558139535	3.44	2.62
mp-683616	-2.177832379	1.171326703	2.712328767	1.876712329	5	0.688074978	1	10.71232877	2.4695	311.2767123	0.581218274	3.44	2.46
mp-39123	-2.51145027	1.35	2.7	1.75	5	0.636396103	1	12.6	4.2135	485.8755	0.572916667	3.44	2.51
mp-691091	-3.114642738	0.930056711	2.260869565	2	5	0.578440639	1	8.260869565	2.97	364.4921739	0.583333333	3.44	2.51
mp-765511	-2.698971524	0.911242604	1.846153846	0.846153846	4	0.610557995	1	6.923076923	2.2591	402.5107692	0.520833333	3.98	3
mp-685157	-2.931816736	0	1	1	2	0.883883476	1	14.5	1.471	95.16875	0.606060606	3.98	1.32
mp-676816	-2.517127416	2.512396694	2.727272727	1.090909091	3	0.755147624	1	24.36363636	5.3432	310.4190909	0.466666667	3.98	2.88
mp-38284	-2.317855556	6.479338843	7.090909091	1.272727273	3	0.686348585	1	26.54545455	1.7406	464.8727273	0.451612903	3.44	2.32
mp-756745	-1.593459939	2	2	0.714285714	3	0.742307489	1	54	2.1335	589.6071429	0.277777778	2.66	1.77
mp-676711	-4.573602614	0.734693878	1.428571429	1.428571429	3	0.742307489	1	14.85714286	1.2211	639.6214286	0.571428571	3.98	1.43
mp-689684	-2.790486862	0.408163265	2.285714286	2.285714286	2	0.769309258	1	10	1.1181	129.8	0.65	3.44	1.25
mp-764645	-4.080958537	0.661157025	1.363636364	0.636363636	3	0.698285977	1	8.818181818	1.4084	295.87	0.593220339	3.98	3
mp-667495	-3.892813781	0.989298454	3.103448276	2.551724138	4	0.60221549	1	16.82758621	2.1335	2073.998621	0.355140187	3.44	1.24
mp-675492	-2.337242829	2.741020794	2.695652174	0.739130435	3	0.77166258	1	20.69565217	6.0595	344.5434783	0.625	3.98	3.03
mp-744674	-4.149396645	0.769230769	2	1.076923077	4	0.629642521	1	7.846153846	2.7508	227.6284615	0.538461538	3.44	2.62
mp-695536	-3.154286319	0.842975207	2.181818182	1.5	5	0.530086536	1	9.272727273	4.2155	142.0222727	0.59375	3.44	2.34
mp-776523	-2.143271533	0.986149584	2.526315789	2	6	0.660521074	1	9.789473684	2.5061	281.5757895	0.604166667	3.44	2.51
mp-695286	-3.95470441	1.337285691	2.708860759	1.670886076	5	0.647799574	1	9.696202532	2.5182	329.9694937	0.59375	3.44	2.46
mp-695699	-4.42953879	0.72	1.8	1.8	6	0.452769257	1	16.7	0.7737	258.838	0.545454545	3.98	1.88
mp-684736	-4.262863039	0.933837429	1.565217391	0.695652174	4	0.619469863	1	5.130434783	3.5431	116.2073913	0.55	3.98	2.44
mp-677670	-4.521534514	0.930056711	2.260869565	2	5	0.578440639	1	8.260869565	1.8227	364.4921739	0.583333333	3.44	2.51
mp-686674	-3.147524276	1.972789116	3.047619048	1.761904762	5	0.615373713	1	20.47619048	4.1094	540.5285714	0.567307692	3.98	3.09
mp-721650	-2.522879758	0.35546875	1.1875	0.75	4	0.581283601	2	19.375	0.6776	173.85125	0.342105263	3.44	2.44
mp-756853	-1.61618476	1	2.5	2.333333333	4	0.577350269	2	13.83333333	0.6781	644.9783333	0.432432432	3.44	2.46
mp-28711	-2.278189962	0.48	2.4	2.4	3	0.6	2	28.4	1.4025	527.816	0.375	3.44	1.39
mp-118	-2.978813596	0	3	3	1	1	2	15	3.7308	317.3	0.6	2.19	0
mp-14242	-2.052076723	1.333333333	3.333333333	3.333333333	3	0.623609564	2	49.33333333	1.1446	641.2333333	0.137931034	2.55	0.93
mp-558946	-2.603801874	0.88	1.6	1.6	4	0.529150262	2	36.8	1.45	589.056	0.285714286	3.98	3.09
mp-8190	-2.179799001	1.333333333	3.333333333	3.333333333	3	0.623609564	2	37.33333333	2.2938	667.68	0.210526316	2.58	0.96
mp-669445	-2.872897471	0.731428571	2.514285714	2.457142857	4	0.616110247	2	43.37142857	0.523	515.8068571	0.208955224	2.58	0.68
mp-504876	-2.536108056	0.842009959	1.021276596	1.021276596	3	0.596124499	2	52.76595745	0.9576	428.4357447	0.126315789	2.96	0.96
mp-676540	-1.931814398	1	3	3	3	0.612372436	2	41	1.3568	564.375	0.222222222	2.58	0.96
mp-686581	-2.573489878	0.826530612	2.642857143	2.642857143	3	0.692525694	2	32.07142857	0.7303	446.9571429	0.254054054	2.55	0.77
mp-10621	-2.677782153	0.5	2	1.75	3	0.612372436	2	30	2.0737	498.24	0.392857143	2.58	1.76
mp-24818	-2.194499618	0.32	0.8	0	3	0.663324958	2	2	4.8943	411.144	0	2.2	1.22
mp-680436	-2.13194405	1.469387755	2.714285714	2.285714286	3	0.654653671	2	39.57142857	0.9046	442.7042857	0.13559322	1.96	1.14
mp-675132	-3.610846325	1.2	2	1.4	3	0.678232998	2	20.8	0.7434	340.083	0.294117647	2.19	1.37
mp-28400	-2.306273666	0.375	3.25	2.25	2	0.790569415	2	22.25	1.0268	889.725	0.391304348	2.2	0.01
mp-753806	-2.358526583	0.96	2.8	2.8	3	0.663324958	2	16	3.7755	683.236	0.444444444	3.44	1.4
mp-698396	-1.966576526	1	1.75	1.333333333	6	0.471404521	2	9.25	0.1207	807.705	0.472727273	3.44	1.54
mp-541682	-3.338193937	1.333333333	2.333333333	1.833333333	3	0.623609564	2	22.66666667	0.4446	687.1766667	0.194444444	2.18	1.36
mp-644324	-2.016374029	0.498614958	1.789473684	1.263157895	5	0.588438941	2	9.473684211	2.0066	203.4115789	0.558139535	3.44	2.62
mp-31232	-2.70774548	1.09375	2.875	2.875	3	0.684653197	2	19.125	2.0986	181.35	0.409836066	3.44	1.66
mp-573321	-2.195179797	0.5	1	1	3	0.612372436	2	51	0.5458	831.1025	0.233333333	2.66	0.56
mp-23273	-2.946924247	0.5	1.5	1.5	2	0.707106781	2	52.5	0.8736	554.755	0.272727273	2.66	0.56
mp-556369	-2.844666089	0.84	1.4	1.4	4	0.64807407	2	29	1.1781	188.566	0.24137931	3.44	1.75
mp-24817	-2.275724704	0.32	0.8	0	3	0.663324958	2	2	4.8251	411.144	0	2.2	1.22
mp-554678	-3.00000304	0.875	2.25	2.25	3	0.684653197	2	15.5	2.4968	476.475	0.4	3.44	2.44
mp-769500	-2.793176012	0.842975207	2.454545455	1.909090909	5	0.661828172	2	10.27272727	1.1921	583.07	0.559322034	3.44	2.51
mp-3312	-2.193820501	0.489795918	2.142857143	2	3	0.654653671	2	41.85714286	1.3516	583.5928571	0.231578947	2.55	1.76
mp-27178	-2.367543417	0.72	1.8	1.8	3	0.663324958	2	28.6	1.9798	343.34	0.306122449	2.58	0.58
mp-555078	-3.630797135	0.853333333	1.6	1.6	4	0.64978629	2	25.33333333	3.1456	423.384	0.456521739	3.44	2.55
mp-760994	-2.899631868	0.4	2	1.8	3	0.663324958	2	17.2	1.9296	287.81	0.441176471	3.44	2.51
mp-771132	-3.337248777	1.3125	2.375	2.375	3	0.643476884	2	22.75	2.8953	294.0525	0.357142857	3.44	2.55
mp-559795	-3.869688752	0.5625	1.25	0.75	4	0.592927061	2	23.625	1.5704	267.015625	0.352941176	3.44	2.62
mp-758269	-3.107909295	1.136316337	2.064516129	2.064516129	3	0.636228481	2	28.32258065	0.7216	371.2935484	0.37755102	3.44	2.55
mp-8450	-3.144485084	0.691358025	1.777777778	1.333333333	4	0.555555556	2	16	3.3736	329.2111111	0.428571429	3.44	2.62
mp-706658	-3.70775944	0.542861721	1.392405063	0.835443038	4	0.675645881	2	4.430379747	4.7918	71.69670886	0.525	3.44	2.13
mp-640357	-3.712213941	1.25	3	3	3	0.684653197	2	10	4.0708	478.4925	0.6	3.44	1.83
mp-7118	-3.302776762	0.691358025	1.777777778	1.333333333	3	0.638284739	2	25.55555556	2.4698	219.3466667	0.428571429	3.44	2.62
mp-27686	-2.910097361	0.661157025	1.818181818	1.818181818	3	0.686348585	2	16.54545455	2.9866	200.6036364	0.447368421	3.44	1.75
mp-28623	-3.49758244	0.816326531	2.285714286	2.095238095	3	0.647689072	2	12.76190476	2.9164	406.16	0.397260274	3.44	2.46
mp-560904	-2.756963688	0.84	1.4	1.4	4	0.64807407	2	27.2	1.5434	178.002	0.264150943	3.44	1.75
mp-768281	-3.44010175	0.694214876	2.545454545	2	3	0.686348585	2	23.09090909	3.3127	572.7636364	0.333333333	3.44	2.21
mp-757885	-2.694650136	0.693877551	2.285714286	2.142857143	4	0.622699849	2	14.28571429	2.648	213.61	0.477272727	3.44	2.46
mp-555462	-3.137276642	0.857142857	2	1.571428571	3	0.622699849	2	5.714285714	5.0657	162.8428571	0.541666667	3.44	1.83
mp-28382	-3.643987536	0.5625	1.25	0.75	3	0.637377439	2	16.25	1.6956	275.4	0.352941176	3.44	2.62
mp-698183	-3.81249902	0.542861721	1.392405063	0.835443038	4	0.675645881	2	4.430379747	4.8557	71.69670886	0.525	3.44	2.13
mp-697540	-4.054565884	0.8	1.8	1.3	5	0.489897949	2	12.2	3.4549	247.646	0.404761905	3.44	2.62
mp-17761	-3.52433898	0.8	2	2	3	0.663324958	2	15.2	3.4974	498.16	0.411764706	3.44	2.44
mp-9145	-2.882731025	0.666666667	2	1.666666667	3	0.623609564	2	37.66666667	1.6754	435.3333333	0.21875	2.55	1.73
mp-554883	-2.950784691	0.857142857	2	1.571428571	3	0.622699849	2	5.714285714	4.9269	162.8428571	0.541666667	3.44	1.83
mp-754468	-2.754489059	0.5	1.5	1	3	0.612372436	2	14	0.5633	459.56	0.333333333	3.44	2.51
mp-557683	-2.982969584	1.090909091	2	2	3	0.636363636	2	13.45454545	2.7901	645.7127273	0.333333333	3.44	1.79
mp-558607	-3.377793233	0.575963719	2.19047619	2.047619048	4	0.664963812	2	17.61904762	1.8633	365.957619	0.451388889	3.44	2.62
mp-560387	-3.492153569	0.853333333	2.4	2.266666667	4	0.642910051	2	15.86666667	4.9042	239.8613333	0.611111111	3.44	2.65
mp-707866	-3.134900172	0.591715976	1.230769231	0.769230769	4	0.610557995	2	8.769230769	3.6445	161.5953846	0.4	3.44	2.49
mp-625320	-3.041917499	0.857142857	2	1.571428571	3	0.622699849	2	5.714285714	4.6653	162.8428571	0.541666667	3.44	1.83
mp-23792	-3.850802448	0.75	2	1.875	5	0.612372436	2	10.375	4.8486	510.5675	0.583333333	3.44	2.51
mp-9693	-2.798604788	0.666666667	2	1.666666667	3	0.623609564	2	31.66666667	1.6512	443.3566667	0.21875	2.55	1.73
mp-28455	-2.728160019	0.661157025	1.818181818	1.818181818	3	0.686348585	2	22.36363636	1.7381	135.1672727	0.326923077	3.44	1.44
mp-776086	-3.12843115	0.8	2	2	3	0.663324958	2	15.2	3.3912	498.16	0.411764706	3.44	2.44
mp-504849	-3.135493072	0.691358025	1.777777778	1.333333333	4	0.555555556	2	18	3.8932	379.64	0.5625	3.44	2.65
mp-18313	-2.882731025	0.8	2	2	3	0.663324958	2	15.2	4.3777	580.28	0.583333333	3.44	2.49
mp-505551	-3.162415981	0.790123457	2.222222222	2	4	0.618640485	2	11.77777778	3.3327	116.5633333	0.48	3.44	1.66
mp-558208	-4.099671112	0.710743802	2.363636364	2.272727273	4	0.674199862	2	18.90909091	2.5712	300.5281818	0.406976744	3.44	2.62
mp-541827	-3.301905546	0.444444444	0.666666667	0.666666667	3	0.719129179	2	17.92592593	4.0589	289.3244444	0.420560748	3.98	3.09
mp-8890	-2.517127416	0.489795918	2.142857143	2	3	0.654653671	2	31.57142857	1.4717	523.2271429	0.4	2.58	1.79
mp-24340	-3.388284125	0.666666667	1.666666667	1.166666667	5	0.471404521	2	13	3.0086	294.8083333	0.44	3.44	2.62
mp-541339	-3.238829456	0.46875	1.25	0.6875	4	0.649519053	2	6.5	4.6278	101.355625	0.520833333	3.44	2.49
mp-774105	-3.11691062	0.941828255	1.789473684	1.789473684	3	0.655257874	2	14.94736842	3.6429	516.4210526	0.423728814	3.44	2.44
mp-607931	-3.539112676	0.857142857	2	1.571428571	5	0.524890659	2	17.14285714	3.454	514.8442857	0.541666667	3.44	2.65
mp-556878	-2.747148667	0.625	2.5	2.5	4	0.661437828	2	27.5	3.3262	217.03875	0.304347826	3.44	1.42
mp-707311	-3.2716519	0.68	1.6	1.3	4	0.6	2	8.8	4.0843	132.601	0.46	3.44	1.79
mp-644409	-3.017731934	0.790123457	2.222222222	2	5	0.598351645	2	8	5.7423	221.3855556	0.6	3.44	2.46
mp-556137	-4.000030402	0.824196597	1.913043478	1.826086957	4	0.622513959	2	10.69565217	4.4513	557.7295652	0.576923077	3.44	2.46
mp-558603	-3.580055811	0.853333333	2.4	2.266666667	3	0.669991708	2	11.06666667	4.4474	527.6173333	0.611111111	3.44	2.62
mp-707135	-3.309810124	1.065743945	2.823529412	2.823529412	3	0.698490711	2	10	4.1914	542.22	0.613636364	3.44	1.83
mp-561058	-3.869688752	0.653061224	2.142857143	1.928571429	4	0.630840062	2	11.28571429	4.0408	177.7514286	0.527027027	3.44	2.51
mp-864891	-3.625264481	0.4	2	1.8	3	0.663324958	2	10	5.137	170.514	0.625	3.44	2.51
mp-505396	-3.962601393	0.691358025	1.777777778	1.333333333	4	0.577350269	2	22.44444444	1.4987	248.2233333	0.321428571	3.44	2.65
mp-695316	-3.694663681	0.719008264	1.454545455	1	5	0.592654764	2	7.363636364	4.192	182.1713636	0.463414634	3.44	2.44
mp-722278	-3.206913295	0.504132231	2.090909091	2	5	0.671128321	2	11.09090909	5.7105	215.9736364	0.625	3.44	2.55
mp-41795	-3.110142197	0.875	2.25	2.125	5	0.559016994	2	9	5.9132	247.145	0.625	3.98	3
mp-6695	-3.386165575	0.661157025	1.818181818	1.818181818	4	0.674199862	2	17.27272727	3.5871	237.4927273	0.515151515	3.44	2.55
mp-706426	-3.363519125	0.692041522	1.647058824	1.411764706	4	0.60276181	2	8.588235294	5.0708	200.8141176	0.583333333	3.44	2.44
mp-28883	-3.251817402	0.56	2.4	2.4	3	0.734846923	2	11.8	3.841	222.96	0.545454545	3.44	1.43
mp-707840	-3.790503751	0.598639456	1.523809524	0.952380952	4	0.619047619	2	5.238095238	4.5925	143.2019048	0.53125	3.44	2.51
mp-554539	-3.754504605	0.944444444	1.666666667	1.583333333	4	0.615200961	2	11.16666667	4.47	520.4758333	0.557692308	3.44	2.44
mp-28559	-3.041917499	0.7744	1.12	0.88	3	0.59464275	2	7.44	3.6214	612.3208	0.5	3.44	2.51
mp-695965	-3.928143757	0.5625	1.75	1.375	5	0.580349512	2	8.583333333	5.0044	114.49	0.59375	3.44	2.62
mp-24683	-3.428299318	0.693877551	1.714285714	1.571428571	5	0.614451805	2	13.71428571	3.937	198.9164286	0.452380952	3.44	2.62
mp-643776	-2.889412647	0.531855956	1.578947368	1.263157895	5	0.588438941	2	10.73684211	3.0597	159.2873684	0.436363636	3.44	2.51
mp-18308	-3.137276642	0.781065089	1.692307692	1.692307692	4	0.657231057	2	13.38461538	3.7972	274.8738462	0.452380952	3.44	2.44
mp-30942	-4.970900433	0.444444444	0.666666667	0.666666667	3	0.710496899	2	15.17647059	6.5478	352.3921569	0.625	3.98	3.09
mp-9230	-3.106242121	0.710743802	2.363636364	2.272727273	4	0.674199862	2	14	3.0603	348.5090909	0.460526316	3.44	2.62
mp-626735	-3.385110163	0.5625	1.25	0.75	3	0.637377439	2	10.5	3.9759	152.555	0.5	3.44	2.55
mp-24712	-3.701162201	0.694214876	1.636363636	1.181818182	5	0.552978412	2	5.454545455	5.3189	60.75454545	0.575	3.98	1.79
mp-707392	-3.619801425	0.734814815	1.644444444	1.244444444	5	0.604918115	2	5.644444444	5.0287	209.9506667	0.55	3.44	2.13
mp-558087	-3.175878724	0.823045267	2.148148148	2.074074074	4	0.646824044	2	10.88888889	4.6087	558.7237037	0.59375	3.44	2.51
mp-558279	-2.488117574	0.833333333	2.5	2.5	3	0.656167323	2	31.16666667	2.9119	308.7983333	0.291666667	3.44	1.82
mp-753979	-2.138466007	0.694214876	2.545454545	2.545454545	3	0.686348585	2	16.90909091	2.9089	184.3963636	0.475	3.44	1.48
