MPID	log($PF_n$)	${\bar N_{{\rm{dU}}}}$	$N_{{\rm{dU}}}^{\max }$	$N_{\rm{U}}^{\max }$	$E_{\rm{g}}$	$\Delta {\bar r_{{\rm{cov}}}}$	$N_{\rm{M}}^{\max }$	${f_{\rm{p}}}$	$SG$	$T_{\rm{M}}^{\max }$	$\bar \chi $	${L_0}$	$r_{{\rm cov}} ^{\max }$
mp-735808	-2.982969584	0.066666667	8	8	2.3014	43.15	93	0.583333333	1	2128.0	2.657583333	6	176
mp-695648	-2.987165727	0.0	0	5	3.8708	32.30677686	87	0.59765625	1	1687.0	2.633636364	5	203
mp-681911	-2.987165727	0.0	0	8	1.5351	38.0625	87	0.454545455	1	1687.0	2.547916667	5	198
mp-760683	-3.002616674	0.0	0	3	0.8043	23.97146254	87	0.588235294	1	1357.77	2.788965517	4	132
mp-776756	-3.019545288	0.6	8	8	2.258	27.24	87	0.504424779	1	1941.0	2.74975	6	160
mp-743605	-3.03905713	0.684210526	8	8	0.9956	29.05263158	87	0.478991597	1	2180.0	2.875789474	5	175
mp-780444	-3.054534862	1.4	7	7	2.012	30.12	93	0.595854922	1	2183.0	3.42	3	153
mp-677628	-3.06500038	1.142857143	8	8	3.2826	39.83673469	87	0.5	1	1941.0	2.56	3	160
mp-770944	-3.068037441	0.222222222	3	4	0.0658	21.56378601	88	0.542857143	1	3823.0	2.796296296	5	128
mp-530524	-3.075724333	1.263157895	8	8	3.4196	36.73130194	93	0.527777778	1	2128.0	3.437368421	3	175
mp-773074	-3.098545493	0.888888889	8	8	4.4104	29.85185185	87	0.59375	1	2128.0	2.860555556	4	175
mp-763560	-3.109024311	0.526315789	5	5	0.7192	17.77285319	87	0.54368932	1	3823.0	2.924210526	4	139
mp-695515	-3.110142197	0.790123457	8	8	4.4187	39.50617284	87	0.5703125	1	2128.0	2.611358025	5	175
mp-540998	-3.134900172	0.444444444	4	4	1.0711	5.185185185	95	0.272727273	1	1811.0	2.738888889	3	138
mp-686718	-3.138469771	0.0	0	5	2.958	30.20118343	87	0.56097561	1	1687.0	2.742307692	5	195
mp-769539	-3.172635251	0.411764706	7	7	3.5035	31.83391003	87	0.459459459	1	2183.0	2.236470588	4	153
mp-759486	-3.192469707	0.171428571	6	7	2.9604	24.48979592	87	0.540540541	1	2750.0	2.976	5	164
mp-649632	-3.193824776	0.3	3	4	3.7233	29.92	87	0.48	1	3823.0	2.666	4	203
mp-695354	-3.227683428	0.8	8	8	4.4556	38.94	87	0.572916667	1	2128.0	2.636	5	175
mp-676491	-3.270840882	2.0	8	8	2.7136	47.75619835	87	0.448	1	2128.0	2.685227273	5	187
mp-780192	-3.286515337	0.4	4	4	2.5866	30.08	87	0.432432432	1	1811.0	2.049	3	132
mp-695452	-3.299302339	0.0	0	5	1.2822	30.30918856	87	0.483122363	1	1687.0	2.72939759	5	203
mp-686019	-3.343908509	3.090909091	9	9	2.6166	50.44628099	87	0.5	1	1941.0	2.690909091	3	190
mp-677437	-3.35952552	0.8	8	8	4.4295	38.94	87	0.572916667	1	2128.0	2.636	5	175
mp-772297	-3.368563334	0.909090909	5	6	1.1667	31.23966942	87	0.5	1	2180.0	2.669090909	3	139
mp-530316	-3.400124566	1.0	8	8	2.5179	54.0625	87	0.344827586	1	1941.0	2.6475	3	192
mp-776502	-3.462189717	0.888888889	8	8	2.671	27.62962963	87	0.59375	1	1941.0	2.883888889	4	160
mp-675834	-3.476262635	2.7	9	9	3.5773	61.92	93	0.589285714	1	1193.0	3.008	3	207
mp-540997	-3.494859522	0.444444444	4	4	1.2736	11.40740741	94	0.534246575	1	1811.0	2.894444444	3	138
mp-686466	-3.517136416	0.0	0	11	2.2198	41.67313019	94	0.479166667	1	1687.0	2.476315789	5	203
mp-743584	-3.521443604	0.272727273	6	6	3.6578	21.52066116	93	0.418604651	1	3695.0	2.733636364	5	162
mp-570693	-3.521443604	0.0	0	3	1.6969	12.62721893	94	0.459016393	1	903.78	2.915384615	4	139
mp-627123	-3.525793938	0.0	0	4	1.6024	24.08163265	92	0.571428571	1	1687.0	2.645714286	3	111
mp-694884	-3.53462756	0.210526316	4	4	0.2897	27.2299169	92	0.558139535	1	1811.0	2.800526316	5	203
mp-683616	-3.563848489	0.767123288	8	8	2.4695	27.67048227	87	0.581218274	1	1941.0	2.86109589	5	160
mp-39123	-3.563848489	0.8	8	8	4.2135	38.94	87	0.572916667	1	2128.0	2.636	5	175
mp-691091	-3.609077251	0.0	0	5	2.97	30.62381853	92	0.583333333	1	1687.0	2.646086957	5	166
mp-765511	-3.638285382	0.538461538	7	7	2.2591	33.33727811	93	0.520833333	1	2183.0	2.206923077	4	153
mp-685157	-3.705549206	0.0	0	1	1.471	17.9375	96	0.606060606	1	386.85	3.815	2	139
mp-676816	-3.790503751	1.636363636	9	9	5.3432	51.43801653	93	0.466666667	1	1193.0	3.306363636	3	207
mp-38284	-3.801362154	1.636363636	9	22	1.7406	63.17355372	87	0.451612903	1	1294.0	2.6	3	204
mp-756745	-3.866483446	1.285714286	9	9	2.1335	29.3877551	96	0.277777778	1	1193.0	2.184285714	3	215
mp-676711	-3.906602832	0.0	0	4	1.2211	20.6122449	96	0.571428571	1	3823.0	3.587142857	3	139
mp-689684	-3.939328596	0.0	0	3	1.1181	16.73469388	87	0.65	1	317.3	3.082857143	2	107
mp-764645	-3.991429634	0.454545455	5	5	1.4084	34.1322314	93	0.593220339	1	1519.0	2.940909091	3	139
mp-667495	-4.002644201	0.551724138	4	4	2.1335	18.60642093	88	0.355140187	1	3823.0	2.871034483	4	144
mp-675492	-4.024600362	1.956521739	9	9	6.0595	57.07372401	93	0.625	1	1193.0	3.222173913	3	207
mp-744674	-4.071639999	0.538461538	7	7	2.7508	32.47337278	92	0.538461538	1	2183.0	2.717692308	4	203
mp-695536	-4.107944374	0.409090909	9	9	4.2155	22.99586777	92	0.59375	1	1193.0	2.823636364	5	207
mp-776523	-4.111859836	0.421052632	8	8	2.5061	27.5900277	87	0.604166667	1	1941.0	2.786052632	6	166
mp-695286	-4.172675968	0.898734177	9	9	2.5182	30.70277199	87	0.59375	1	1941.0	2.699240506	5	170
mp-695699	-4.246470561	0.0	0	3	0.7737	24.75	94	0.545454545	1	1090.0	3.111	6	138
mp-684736	-4.260483034	0.347826087	8	8	3.5431	19.55387524	93	0.55	1	1941.0	2.822608696	4	160
mp-677670	-4.369643327	0.0	0	5	1.8227	30.62381853	92	0.583333333	1	1687.0	2.646086957	5	166
mp-686674	-5.923359556	1.285714286	9	9	4.1094	50.79365079	93	0.567307692	1	1687.0	2.668571429	5	215
mp-721650	-1.381951976	0.0	0	2	0.6776	44.98046875	96	0.342105263	2	1115.0	2.5775	4	176
mp-756853	-1.596879599	0.0	0	5	0.6781	28.0	87	0.432432432	2	2348.0	2.565	4	139
mp-28711	-1.821023254	0.0	0	3	1.4025	22.56	88	0.375	2	903.78	2.54	3	139
mp-118	-1.826813936	0.0	0	3	3.7308	0.0	83	0.6	2	317.3	2.19	1	107
mp-14242	-1.844664176	0.0	0	5	1.1446	11.11111111	89	0.137931034	2	1211.4	2.15	3	145
mp-558946	-1.84771187	0.0	0	3	1.45	37.44	93	0.285714286	2	1000.0	2.404	4	215
mp-8190	-1.853872181	0.0	0	5	2.2938	17.11111111	88	0.210526316	2	1687.0	2.146666667	3	145
mp-669445	-1.853872181	0.0	0	4	0.523	19.97714286	88	0.208955224	2	1357.77	2.370285714	4	148
mp-504876	-1.856985419	0.0	0	3	0.9576	5.952014486	95	0.126315789	2	1090.0	2.405957447	3	132
mp-676540	-1.860121134	0.0	0	5	1.3568	18.5	88	0.222222222	2	903.78	2.2075	3	145
mp-686581	-1.889410526	0.0	0	5	0.7303	6.183673469	89	0.254054054	2	494.0	2.362857143	3	142
mp-10621	-1.913640418	0.0	0	3	2.0737	38.875	88	0.392857143	2	903.78	2.0075	3	220
mp-24818	-1.913640418	0.0	0	1	4.8943	38.88	92	0.0	2	1560.0	1.83	3	128
mp-680436	-1.962573781	0.0	0	4	0.9046	33.95918367	80	0.13559322	2	505.08	1.494285714	3	220
mp-675132	-1.962573781	0.0	0	5	0.7434	41.88	83	0.294117647	2	429.75	1.327	3	203
mp-28400	-1.966576526	0.75	3	4	1.0268	14.625	83	0.391304348	2	2607.0	2.1925	2	146
mp-753806	-1.970616506	0.0	0	5	3.7755	21.92	87	0.444444444	2	2348.0	2.882	3	139
mp-698396	-1.970616506	0.0	0	4	0.1207	27.43055556	94	0.472727273	2	3823.0	2.646666667	6	132
mp-541682	-1.974694422	0.0	0	5	0.4446	41.66666667	84	0.194444444	2	1090.0	1.405	3	203
mp-644324	-1.982966953	0.210526316	4	4	2.0066	36.29916898	92	0.558139535	2	1811.0	2.727894737	5	203
mp-31232	-1.98716307	0.0	0	5	2.0986	30.15625	87	0.409836066	2	429.75	2.86875	3	142
mp-573321	-1.98716307	0.0	0	2	0.5458	0.375	96	0.233333333	2	1828.05	2.405	3	139
mp-23273	-1.98716307	0.0	0	2	0.8736	0.5	96	0.272727273	2	722.66	2.38	2	139
mp-556369	-1.995678927	0.0	0	2	1.1781	31.68	89	0.24137931	2	594.22	2.888	4	144
mp-24817	-1.995678927	0.0	0	1	4.8251	38.88	92	0.0	2	1560.0	1.83	3	128
mp-554678	-1.995678927	0.0	0	4	2.4968	34.0625	87	0.4	2	1211.4	2.7775	3	176
mp-769500	-1.995678927	0.454545455	5	5	1.1921	27.80165289	87	0.559322034	2	3823.0	2.845454545	5	166
mp-3312	-2.000000304	0.0	0	3	1.3516	28.81632653	89	0.231578947	2	903.78	2.155714286	3	244
mp-27178	-2.000434816	0.0	0	3	1.9798	8.48	88	0.306122449	2	388.36	2.386	3	132
mp-555078	-2.002177225	0.0	0	3	3.1456	57.76	87	0.456521739	2	1050.0	2.578666667	4	215
mp-760994	-2.005683155	0.0	0	3	1.9296	41.52	87	0.441176471	2	903.78	2.66	3	166
mp-771132	-2.006123393	0.0	0	5	2.8953	47.1796875	87	0.357142857	2	1000.0	2.554375	3	215
mp-559795	-2.009661456	0.0	0	2	1.5704	66.625	87	0.352941176	2	692.68	1.913125	4	220
mp-758269	-2.015023189	0.0	0	5	0.7216	58.30593132	87	0.37755102	2	1000.0	2.460645161	3	215
mp-8450	-2.017729084	0.0	0	4	3.3736	48.0	87	0.428571429	2	1211.4	2.152222222	4	220
mp-706658	-2.01818171	0.0	0	3	4.7918	21.6016664	92	0.525	2	923.0	2.636835443	4	141
mp-640357	-2.019996946	0.0	0	5	4.0708	24.21875	87	0.6	2	1687.0	2.79	3	121
mp-7118	-2.022276715	0.0	0	4	2.4698	68.83950617	87	0.428571429	2	505.08	2.111111111	3	220
mp-27686	-2.022734108	0.0	0	3	2.9866	27.53719008	87	0.447368421	2	594.22	2.894545455	3	144
mp-28623	-2.022734108	0.0	0	4	2.9164	28.19047619	87	0.397260274	2	1211.4	2.630952381	3	128
mp-560904	-2.022734108	0.0	0	2	1.5434	29.88	88	0.264150943	2	594.22	2.891	4	144
mp-768281	-2.022734108	0.0	0	4	3.3127	41.65289256	87	0.333333333	2	1747.0	2.778181818	3	192
mp-757885	-2.022734108	0.0	0	4	2.648	28.73469388	87	0.477272727	2	505.08	2.698571429	4	139
mp-555462	-2.024109185	0.0	0	5	5.0657	23.87755102	92	0.541666667	2	933.47	2.647142857	3	121
mp-28382	-2.024568513	0.0	0	2	1.6956	61.5	87	0.352941176	2	692.68	1.90625	3	203
mp-698183	-2.024568513	0.0	0	3	4.8557	21.6016664	92	0.525	2	923.0	2.636835443	4	141
mp-697540	-2.025028328	0.0	0	4	3.4549	61.0	92	0.404761905	2	1211.4	2.223	5	203
mp-17761	-2.02594942	0.0	0	4	3.4974	39.36	87	0.411764706	2	1211.4	2.666	3	176
mp-9145	-2.02594942	0.0	0	4	1.6754	42.33333333	89	0.21875	2	505.08	1.875	3	220
mp-554883	-2.0264107	0.0	0	5	4.9269	23.87755102	92	0.541666667	2	933.47	2.647142857	3	121
mp-754468	-2.026872469	0.0	0	2	0.5633	41.5	87	0.333333333	2	1357.77	2.4275	3	166
mp-557683	-2.027334732	0.0	0	5	2.7901	20.42975207	87	0.333333333	2	2348.0	2.697272727	3	122
mp-558607	-2.028260733	0.0	0	5	1.8633	44.06349206	87	0.451388889	2	2348.0	2.734285714	4	203
mp-560387	-2.029653449	0.0	0	5	4.9042	43.84	87	0.611111111	2	933.47	2.676	4	244
mp-707866	-2.029653449	0.0	0	2	3.6445	30.53254438	92	0.4	2	1050.0	2.538461538	4	195
mp-625320	-2.030118682	0.0	0	5	4.6653	23.87755102	92	0.541666667	2	933.47	2.647142857	3	121
mp-23792	-2.031517378	0.0	0	4	4.8486	37.1875	92	0.583333333	2	1687.0	2.611875	5	176
mp-9693	-2.031517378	0.0	0	4	1.6512	34.77777778	89	0.21875	2	505.08	1.875	3	203
mp-28455	-2.031984613	0.0	0	3	1.7381	24.76033058	87	0.326923077	2	317.3	2.950909091	3	132
mp-776086	-2.031984613	0.0	0	4	3.3912	39.36	87	0.411764706	2	1211.4	2.666	3	176
mp-504849	-2.032452352	0.0	0	4	3.8932	54.81481481	87	0.5625	2	1687.0	2.133333333	4	244
mp-18313	-2.032452352	0.0	0	4	4.3777	41.76	87	0.583333333	2	1687.0	2.634	3	195
mp-505551	-2.033389341	0.0	0	5	3.3327	23.67901235	92	0.48	2	429.75	2.841111111	4	142
mp-558208	-2.035269409	0.0	0	5	2.5712	38.87603306	87	0.406976744	2	1090.0	2.821818182	4	220
mp-541827	-2.038104858	0.0	0	1	4.0589	38.07407407	93	0.420560748	2	1000.0	3.147037037	3	215
mp-8890	-2.038579238	0.0	0	3	1.4717	33.79591837	88	0.4	2	903.78	2.172857143	3	244
mp-24340	-2.039054137	0.0	0	4	3.0086	51.0	92	0.44	2	1211.4	2.140833333	5	203
mp-541339	-2.039054137	0.0	0	2	4.6278	28.828125	94	0.520833333	2	1050.0	2.569375	4	195
mp-774105	-2.039529555	0.0	0	4	3.6429	43.39058172	87	0.423728814	2	1211.4	2.572105263	3	176
mp-607931	-2.040005495	0.0	0	5	3.454	59.67346939	87	0.541666667	2	2348.0	2.141428571	5	244
mp-556878	-2.041436451	0.0	0	4	3.3262	31.71875	87	0.304347826	2	600.61	2.9675	4	148
mp-707311	-2.041436451	0.0	0	3	4.0843	20.52	92	0.46	2	692.68	2.764	4	122
mp-644409	-2.041914486	0.0	0	5	5.7423	26.0	92	0.6	2	933.47	2.686666667	5	128
mp-556137	-2.043351757	0.0	0	4	4.4513	36.56710775	87	0.576923077	2	1687.0	2.533913043	4	176
mp-558603	-2.044312587	0.0	0	4	4.4474	36.32	87	0.611111111	2	1687.0	2.68	3	203
mp-707135	-2.044793799	0.0	0	5	4.1914	22.07612457	87	0.613636364	2	1687.0	2.862352941	3	121
mp-561058	-2.045757829	0.0	0	5	4.0408	35.75510204	87	0.527027027	2	370.87	2.607142857	4	166
mp-864891	-2.045757829	0.0	0	3	5.137	33.84	87	0.625	2	370.87	2.688	3	166
mp-505396	-2.046240646	0.0	0	4	1.4987	55.11111111	87	0.321428571	2	600.61	2.185555556	4	244
mp-695316	-2.046240646	0.0	0	5	4.192	30.95041322	95	0.463414634	2	1115.0	2.549545455	5	176
mp-722278	-2.046240646	0.0	0	4	5.7105	25.40495868	92	0.625	2	1687.0	2.914090909	5	215
mp-41795	-2.046240646	0.0	0	5	5.9132	25.53125	93	0.625	2	933.47	2.815	5	128
mp-6695	-2.047207896	0.0	0	3	3.5871	35.75206612	87	0.515151515	2	1000.0	2.821818182	4	215
mp-706426	-2.047207896	0.0	0	3	5.0708	31.0449827	92	0.583333333	2	1115.0	2.714117647	4	176
mp-28883	-2.047692329	0.0	0	4	3.841	19.04	87	0.545454545	2	1211.4	3.047	3	120
mp-707840	-2.047692329	0.0	0	4	4.5925	28.57142857	92	0.53125	2	1687.0	2.537142857	4	166
mp-554539	-2.047692329	0.0	0	4	4.47	43.59375	92	0.557692308	2	1687.0	2.534166667	4	176
mp-28559	-2.049635487	0.0	0	2	3.6214	31.872	87	0.5	2	1560.0	2.2392	3	166
mp-695965	-2.050610335	0.0	0	3	5.0044	34.1875	92	0.59375	2	370.87	2.655416667	5	220
mp-24683	-2.051098581	0.0	0	3	3.937	33.74489796	92	0.452380952	2	692.68	2.73	5	220
mp-643776	-2.053057073	0.0	0	2	3.0597	32.11080332	92	0.436363636	2	692.68	2.726842105	5	166
mp-18308	-2.05453176	0.0	0	3	3.7972	28.78106509	87	0.452380952	2	1115.0	2.784615385	4	176
mp-30942	-2.05453176	0.0	0	1	6.5478	48.94117647	93	0.625	2	1000.0	3.040588235	3	215
mp-9230	-2.055024437	0.0	0	5	3.0603	34.47933884	87	0.460526316	2	1090.0	2.806363636	4	203
mp-626735	-2.056011471	0.0	0	2	3.9759	36.96875	92	0.5	2	1000.0	2.50125	3	215
mp-24712	-2.05650583	0.0	0	3	5.3189	20.41322314	93	0.575	2	317.3	2.775454545	5	107
mp-707392	-2.05650583	0.0	0	5	5.0287	22.89777778	92	0.55	2	2348.0	2.684222222	5	141
mp-558087	-2.057000754	0.0	0	4	4.6087	35.11659808	87	0.59375	2	1687.0	2.640740741	4	176
mp-558279	-2.057496241	0.0	0	5	2.9119	36.36111111	90	0.291666667	2	722.66	2.801666667	3	145
mp-753979	-2.057992294	0.0	0	4	2.9089	26.38016529	87	0.475	2	505.08	2.943636364	3	139
mp-759720	-2.058488915	0.0	0	2	0.4083	32.0	87	0.333333333	2	1357.77	2.44	3	132
mp-849391	-2.058986104	0.0	0	5	4.0855	31.21875	94	0.431034483	2	429.75	2.51125	4	142
mp-559537	-2.059483864	0.0	0	3	5.3634	30.99643282	87	0.618421053	2	1115.0	2.844827586	3	176
mp-560235	-2.059483864	0.0	0	8	4.5767	44.10107015	93	0.56445993	2	1687.0	2.616034483	5	203
mp-758225	-2.059982194	0.0	0	4	2.3235	39.88312637	87	0.215753425	2	600.61	2.876216216	3	148
mp-720825	-2.060481096	0.0	0	3	4.9949	25.60330579	92	0.575	2	370.87	2.647272727	4	166
mp-27896	-2.060980574	0.0	0	5	8.1393	10.125	93	0.666666667	2	2348.0	3.495	2	84
mp-24391	-2.060980574	0.0	0	5	5.0801	21.2109375	92	0.528846154	2	2348.0	2.6609375	4	141
mp-752452	-2.061981254	0.0	0	2	2.7501	34.83333333	90	0.441176471	2	923.0	2.787222222	3	141
mp-721067	-2.062482459	0.0	0	3	5.2238	22.4704142	92	0.586538462	2	1115.0	2.725769231	5	176
mp-730154	-2.062984244	0.0	0	3	2.6467	27.81333333	92	0.441176471	2	1090.0	2.855333333	4	166
mp-707732	-2.062984244	0.0	0	3	4.5653	27.06382979	92	0.564356436	2	692.68	2.71212766	5	166
mp-740710	-2.065501902	0.0	0	3	5.0017	26.79012346	92	0.586538462	2	453.69	2.656666667	5	166
mp-540731	-2.06752659	0.0	0	5	5.2211	20.87573964	92	0.53125	2	2348.0	2.669487179	4	141
mp-699447	-2.06752659	0.0	0	3	5.2525	31.625	92	0.59375	2	453.69	2.655	6	220
mp-706543	-2.068542485	0.0	0	3	4.8489	28.37333333	92	0.59375	2	1000.0	2.772666667	4	215
mp-6097	-2.070581432	0.0	0	5	4.8356	24.77777778	87	0.5625	2	2348.0	2.439166667	4	128
mp-29871	-2.071092668	0.0	0	2	1.3609	45.4	89	0.48	2	494.0	2.347	3	166
mp-560715	-2.072629996	0.0	0	4	2.8834	30.93425606	87	0.4	2	505.08	2.857647059	3	139
mp-22328	-2.073143651	0.0	0	4	1.7002	62.02469136	87	0.321428571	2	600.61	2.152222222	3	203
mp-756510	-2.074172786	0.888888889	8	8	3.1491	63.40740741	87	0.5	2	1941.0	2.064444444	3	203
mp-24272	-2.074172786	0.0	0	4	5.6988	24.25094646	92	0.541666667	2	3823.0	2.625116279	6	176
mp-14726	-2.07468827	0.888888889	8	8	3.3186	48.79012346	87	0.5	2	1941.0	2.113333333	3	166
mp-21532	-2.077274905	1.636363636	9	9	3.7963	45.12396694	87	0.421052632	2	1211.4	2.754545455	3	207
mp-569308	-2.077274905	0.0	0	3	1.4093	7.653061224	89	0.235023041	2	544.4	2.397142857	3	148
mp-17823	-2.077794087	0.0	0	5	1.9583	13.6640625	88	0.306666667	2	2348.0	2.29875	3	145
mp-554344	-2.078834314	0.0	0	5	4.5843	24.77777778	87	0.5625	2	2348.0	2.439166667	4	128
mp-729903	-2.079355364	0.0	0	5	4.1099	20.60714286	93	0.465517241	2	692.68	2.793214286	5	142
mp-23079	-2.079877039	0.0	0	4	5.5685	14.625	94	0.666666667	2	1687.0	2.915	3	111
mp-31073	-2.080399342	0.0	0	5	4.9298	21.99173554	87	0.572916667	2	2348.0	2.652272727	3	166
mp-720430	-2.080399342	0.0	0	5	5.416	21.665	92	0.541666667	2	2348.0	2.674	4	176
mp-706291	-2.082494858	0.0	0	5	5.5731	18.89711934	92	0.566666667	2	2348.0	2.752592593	4	176
mp-696379	-2.083020321	0.0	0	5	7.8807	14.22222222	93	0.625	2	2348.0	3.111111111	4	84
mp-557399	-2.084073157	0.0	0	4	4.0022	39.75	93	0.519230769	2	505.08	2.8875	5	203
mp-560898	-2.084073157	0.0	0	11	3.3742	38.33333333	89	0.465116279	2	1204.0	2.89	4	203
mp-720849	-2.084073157	0.05	1	4	2.4515	26.8	92	0.372093023	2	3823.0	2.501	6	166
mp-541582	-2.085128552	1.666666667	5	5	1.2358	13.77777778	89	0.150943396	2	3459.0	2.333333333	2	151
mp-19125	-2.086716469	0.666666667	6	6	1.9593	47.75308642	87	0.304347826	2	3695.0	2.115555556	4	166
mp-557871	-2.087247068	0.0	0	4	1.8147	32.48979592	87	0.269230769	2	1357.77	2.881428571	4	146
mp-707960	-2.087778315	0.0	0	4	4.6932	27.072	94	0.466666667	2	3823.0	2.5612	5	122
mp-768417	-2.088310214	1.8	9	9	4.2775	47.04	87	0.541666667	2	1193.0	2.606	3	207
mp-781753	-2.091515356	0.0	0	3	1.2105	27.66863905	87	0.515151515	2	1357.77	2.561538462	4	132
mp-766175	-2.092051854	0.0	0	5	4.0524	31.11111111	92	0.536585366	2	2348.0	2.812	6	220
mp-707977	-2.092051854	0.0	0	5	5.5406	21.33333333	87	0.625	2	933.47	2.926666667	3	121
mp-770474	-2.092051854	3.157894737	9	9	1.8777	56.24376731	87	0.5	2	1941.0	2.647368421	3	207
mp-697033	-2.095284834	0.0	0	4	3.5783	27.9338843	94	0.44	2	3823.0	2.625454545	6	144
mp-722267	-2.095826011	0.0	0	2	3.5448	34.78373702	92	0.47826087	2	494.0	2.710882353	4	166
mp-561502	-2.096910393	0.0	0	5	2.2188	62.58333333	93	0.454545455	2	2348.0	2.154166667	4	215
mp-768875	-2.09854206	0.0	0	5	4.4249	24.39889197	87	0.555555556	2	2348.0	2.368421053	3	128
mp-23724	-2.100179881	0.0	0	4	5.0147	39.44444444	92	0.583333333	2	3823.0	2.648333333	4	203
mp-31268	-2.101275202	0.0	0	5	2.5722	6.09375	95	0.253731343	2	933.47	2.67375	3	148
mp-756721	-2.10513073	0.0	0	3	2.2507	41.63265306	87	0.242268041	2	544.4	2.753571429	3	166
mp-560314	-2.106793636	0.0	0	5	4.0206	20.29296875	92	0.525641026	2	429.75	2.868125	4	142
mp-561622	-2.107905787	0.0	0	3	1.7442	48.75	88	0.365384615	2	1234.93	2.00125	4	244
mp-768890	-2.110698689	0.0	0	5	4.7812	26.31404959	87	0.55	2	2348.0	2.290909091	3	128
mp-541819	-2.114639176	0.0	0	5	1.8304	26.28571429	89	0.226130653	2	2348.0	2.14047619	4	220
mp-24452	-2.116338962	0.0	0	3	6.4567	25.40625	92	0.566666667	2	1115.0	2.66625	4	176
mp-604964	-2.118045428	0.0	0	4	5.0153	20.99168975	92	0.532258065	2	3823.0	2.655789474	5	107
mp-768355	-2.119758625	1.285714286	9	9	6.8949	59.3877551	93	0.625	2	1799.0	3.144285714	3	215
mp-29443	-2.120904522	0.0	0	3	2.0584	14.22222222	96	0.333333333	2	386.85	2.503333333	2	139
mp-504598	-2.121478606	0.0	0	4	2.0093	62.08	87	0.238095238	2	600.61	2.17	3	220
mp-756718	-2.122053451	0.0	0	3	2.6452	34.04958678	87	0.282608696	2	544.4	2.287272727	3	148
mp-556331	-2.123782563	0.2	1	4	0.567	48.18	87	0.232323232	2	2041.4	2.6545	4	195
mp-18772	-2.123782563	0.555555556	5	6	2.2048	46.96296296	87	0.4375	2	2896.0	2.093333333	4	166
mp-758996	-2.127261581	0.0	0	3	4.9854	23.84856879	92	0.440944882	2	692.68	2.65877193	5	122
mp-541818	-2.127844135	0.0	0	5	2.1943	35.10743802	89	0.257142857	2	2348.0	2.026818182	3	220
mp-752692	-2.127844135	0.0	0	4	1.5542	55.52	87	0.357142857	2	505.08	2.096	3	203
mp-556517	-2.129011595	0.0	0	4	1.9849	56.64	87	0.238095238	2	600.61	2.17	3	203
mp-554421	-2.136677556	0.0	0	3	1.1725	23.10204082	88	0.267857143	2	1357.77	2.077142857	4	203
mp-722397	-2.137869039	0.0	0	3	5.4433	22.9704142	92	0.555555556	2	923.0	2.689615385	4	141
mp-677734	-2.140261854	0.0	0	3	3.6779	40.83472057	92	0.5	2	494.0	2.729655172	5	203
mp-543056	-2.142667926	0.0	0	3	2.9891	30.24866151	92	0.452380952	2	1090.0	2.77097561	4	141
mp-760017	-2.142667926	1.333333333	8	8	1.5908	36.33333333	87	0.5	2	1941.0	2.303333333	3	160
mp-504811	-2.148742079	0.0	0	4	0.9875	52.02366864	87	0.230769231	2	600.61	2.695384615	3	220
mp-698289	-2.148742079	0.0	0	5	1.9989	28.93	96	0.243902439	2	3823.0	2.386	6	139
mp-24273	-2.149354194	0.0	0	4	4.8351	23.55868037	92	0.506493506	2	3823.0	2.641162791	6	144
mp-572874	-2.15119573	0.0	0	5	5.1852	20.1152	93	0.5	2	3823.0	2.6004	6	121
mp-722467	-2.153663321	0.0	0	3	3.595	23.96430696	92	0.424242424	2	594.22	2.727073171	5	144
mp-541106	-2.154282416	1.090909091	6	7	0.8004	13.09090909	89	0.233766234	2	2750.0	2.377272727	2	164
mp-554370	-2.155523259	0.888888889	8	8	2.6221	12.32098765	94	0.655172414	2	1941.0	2.946666667	4	160
mp-22325	-2.156145013	0.0	0	4	3.6665	28.0	87	0.351851852	2	600.61	3.010909091	3	146
mp-764374	-2.156767658	1.333333333	5	5	2.0342	37.12	93	0.47826087	2	1519.0	2.896	4	139
mp-559627	-2.160522393	0.0	0	4	4.6984	24.33673469	87	0.479591837	2	600.61	2.917142857	4	146
mp-555960	-2.162412004	0.0	0	4	5.3454	20.0	87	0.625	2	1687.0	2.926666667	2	111
mp-673118	-2.166216071	0.0	0	4	2.2258	24.31746032	87	0.506849315	2	505.08	2.99047619	3	139
mp-9692	-2.16941178	0.0	0	4	1.7321	36.88888889	89	0.21875	2	1211.4	1.883333333	3	203
mp-541667	-2.171340554	1.2	6	7	1.0469	14.08	95	0.253521127	2	2750.0	2.524	3	164
mp-24026	-2.171340554	0.0	0	4	4.1893	29.82248521	92	0.346153846	2	1687.0	2.195384615	3	111
mp-778633	-2.178486931	1.0	5	5	3.5293	36.72	93	0.517241379	2	1519.0	2.894	3	139
mp-765294	-2.17914247	0.0	0	3	6.4837	29.9408284	92	0.576923077	2	1050.0	2.674615385	4	195
mp-24345	-2.181774568	0.0	0	2	5.0861	21.69547325	92	0.518518519	2	692.68	2.758888889	4	122
mp-766168	-2.181774568	2.133333333	8	8	1.7655	39.91111111	87	0.466666667	2	1941.0	2.834666667	3	160
mp-622262	-2.182435093	0.5	5	6	1.0895	8.52	95	0.254901961	2	2896.0	2.364	3	154
mp-24433	-2.183096624	0.0	0	2	4.2487	46.33333333	92	0.444444444	2	494.0	2.648333333	4	203
